Ticker,Company Name,Sector,Industry
EEI,ECOLOGY & ENVIRONMENT INC,Industrials,Waste Management
EEP,ENBRIDGE ENERGY PARTNERS LP,Energy,Oil & Gas - Midstream
EFCT,EFACTOR GROUP CORP.,,
EFOI,"ENERGY FOCUS, INC/DE",Consumer Cyclical,Manufacturing - Apparel & Furniture
EFX,Equifax Inc.,Industrials,Business Services
EGAN,EGAIN Corp,Technology,Application Software
EGHT,8X8 INC /DE/,Technology,Application Software
EGLT,Egalet Corp,Healthcare,Biotechnology
EGP,EASTGROUP PROPERTIES INC,Real Estate,REITs
EGY,VAALCO ENERGY INC /DE/,Energy,Oil & Gas - E&P
EHC,Encompass Health Corp,Healthcare,Health Care Providers
EHTH,"eHealth, Inc.",Financial Services,Insurance
EIGI,"Endurance International Group Holdings, Inc.",Technology,Application Software
EIX,Edison International,Utilities,Utilities - Regulated
EL,ESTEE LAUDER COMPANIES INC,Consumer Defensive,Consumer Packaged Goods
ELAN,Elanco Animal Health Inc,Healthcare,Drug Manufacturers
ELLI,Ellie Mae Inc,Technology,Application Software
ELMD,"Electromed, Inc.",Healthcare,Medical Devices
ELS,Equity Lifestyle Properties Inc,Real Estate,REITs
ELY,CALLAWAY GOLF CO,Consumer Cyclical,Travel & Leisure
ELYS,"ELYS GAME TECHNOLOGY, CORP",Consumer Cyclical,Entertainment
EMC,EMC CORP,Technology,Computer Hardware
EME,Emcor Group Inc,Industrials,Engineering & Construction
EMIS,EMISPHERE TECHNOLOGIES INC,,
EMMS,EMMIS COMMUNICATIONS CORP,Consumer Cyclical,Entertainment
EMN,EASTMAN CHEMICAL CO,Basic Materials,Chemicals
EMR,EMERSON ELECTRIC CO,Industrials,Industrial Products
ENB,ENBRIDGE INC,Energy,Oil & Gas - Midstream
ENBL,"Enable Midstream Partners, LP",Energy,Oil & Gas - Midstream
ENDP,Endo International plc,Healthcare,Drug Manufacturers
ENDP_old,Endo International,Healthcare,Drug Manufacturers
ENG,ENGLOBAL CORP,Industrials,Engineering & Construction
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
ENR,"ENERGIZER HOLDINGS, INC.",Technology,Computer Hardware
ENS,EnerSys,Technology,Computer Hardware
ENSG,"ENSIGN GROUP, INC",Healthcare,Health Care Providers
ENV,"ENVESTNET, INC.",Technology,Application Software
ENVA,"Enova International, Inc.",Financial Services,Credit Services
ENZ,ENZO BIOCHEM INC,Healthcare,Medical Diagnostics & Research
ENZB,EnzymeBioSystems,,
EOG,EOG RESOURCES INC,Energy,Oil & Gas - E&P
EPAC,ENERPAC TOOL GROUP CORP,Industrials,Industrial Products
EPAM,"EPAM Systems, Inc.",Industrials,Business Services
EPAY,BOTTOMLINE TECHNOLOGIES INC /DE/,Technology,Application Software
EPD,ENTERPRISE PRODUCTS PARTNERS L P,Energy,Oil & Gas - Midstream
EPE,EP Energy Corp,Energy,Oil & Gas - E&P
EPM,EVOLUTION PETROLEUM CORP,Energy,Oil & Gas - E&P
EPR,EPR PROPERTIES,Real Estate,REITs
EPRT,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",Real Estate,REITs
EPZM,"Epizyme, Inc.",Healthcare,Biotechnology
EQIX,Equinix,Real Estate,REITs
EQM,"EQM Midstream Partners, LP",Energy,Oil & Gas - Midstream
EQR,Equity Residential,Real Estate,REITs
EQRX,"EQRx, Inc.",Healthcare,Biotechnology
EQT,EQT Corporation,Energy,Oil & Gas - E&P
ERIE,Erie Indemnity Co,Financial Services,"Brokers, Exchanges & Other"
ERS,EMPIRE RESOURCES INC /NEW/,,
ES,Eversource Energy,Utilities,Utilities - Regulated
ESCA,ESCALADE INC,,
ESGR,Enstar Group LTD,Financial Services,Insurance
ESI,Element Solutions Inc,Basic Materials,Chemicals
ESI_delist,ITT EDUCATIONAL SERVICES INC,,
ESL,ESTERLINE TECHNOLOGIES CORP,Industrials,Aerospace & Defense
ESNT,Essent Group Ltd.,Financial Services,Insurance - Specialty
ESP,ESPEY MFG & ELECTRONICS CORP,Technology,Computer Hardware
ESRT,"Empire State Realty Trust, Inc.",,
ESRX,Express Scripts Holding Co.,Healthcare,Health Care Plans
ESS,Essex Property Trust Inc,Real Estate,REITs
ESTA,ESTABLISHMENT LABS HOLDINGS INC.,Healthcare,Medical Devices
ESTC,Elastic N.V.,Technology,Application Software
ESTE,EARTHSTONE ENERGY INC,Energy,Oil & Gas - E&P
ES_old,Energysolutions Inc,Utilities,Utilities - Regulated
ET,Energy Transfer LP,Energy,Oil & Gas - Midstream
ETD,ETHAN ALLEN INTERIORS INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
ETEC,EMTEC INC/NJ,,
ETFC,E*Trade,Financial Services,"Brokers, Exchanges & Other"
ETM,ENTERCOM COMMUNICATIONS CORP,Consumer Cyclical,Entertainment
ETN,Eaton Corp plc,Industrials,Industrial Products
ETR,ENTERGY CORP /DE/,Utilities,Utilities - Regulated
ETRN,Equitrans Midstream Corp,Energy,Oil & Gas - Midstream
ETSY,ETSY INC,Consumer Cyclical,Retail - Apparel & Specialty
EV,EATON VANCE CORP,Financial Services,Asset Management
EVA,"Enviva Partners, LP",Basic Materials,Forest Products
EVBG,"EVERBRIDGE, INC.",Technology,Application Software
EVC,ENTRAVISION COMMUNICATIONS CORP,Consumer Cyclical,Entertainment
EVCM,EverCommerce Inc.,Technology,Application Software
EVFM,"Evofem Biosciences, Inc.",Healthcare,Biotechnology
EVGO,EVgo Inc.,Industrials,Transportation & Logistics
EVH,"Evolent Health, Inc.",Technology,Application Software
EVI,"EnviroStar, Inc.",Consumer Cyclical,Personal Services
EVLO,"Evelo Biosciences, Inc.",Healthcare,Biotechnology
EVOP,"EVO Payments, Inc.",Technology,Application Software
EVR,Evercore Inc.,Financial Services,Banks
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated
EVRI,Everi Holdings Inc.,Industrials,Engineering & Construction
EVTC,"EVERTEC, Inc.",Industrials,Business Services
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices
EWBC,EAST WEST BANCORP INC,Financial Services,Banks
EXA,EXA CORP,Technology,Application Software
EXAS,EXACT SCIENCES CORP,Healthcare,Medical Diagnostics & Research
EXC,Exelon Corp.,Utilities,Utilities - Regulated
EXDX,EXAGEN INC.,Healthcare,Biotechnology
EXEL,"EXELIXIS, INC.",Healthcare,Biotechnology
EXP,EAGLE MATERIALS INC,Basic Materials,Building Materials
EXPD,Expeditors International,Industrials,Transportation & Logistics
EXPE,"Expedia, Inc.",Consumer Cyclical,Travel & Leisure
EXPI,"EXP World Holdings, Inc.",Real Estate,Real Estate Services
EXPO,EXPONENT INC,Industrials,Consulting & Outsourcing
EXPR,"EXPRESS, INC.",Consumer Cyclical,Retail - Apparel & Specialty
EXR,Extra Space Storage Inc.,Real Estate,REITs
EXTR,EXTREME NETWORKS INC,Technology,Communication Equipment
EYPT,"EyePoint Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers
F,FORD MOTOR CO,Consumer Cyclical,Autos
FAF,First American Financial Corp,Financial Services,Insurance
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas - E&P
FARM,FARMER BROTHERS CO,Consumer Defensive,Consumer Packaged Goods
FARO,FARO TECHNOLOGIES INC,Technology,Computer Hardware
FAST,FASTENAL CO,Industrials,Industrial Distribution
FB,"Meta Platforms, Inc.",Technology,Online Media
FBHS,Fortune Brands Home & Security,Consumer Cyclical,Manufacturing - Apparel & Furniture
FBRX,"Forte Biosciences, Inc.",Healthcare,Biotechnology
FC,FRANKLIN COVEY CO,Consumer Defensive,Education
FCAUS,FCA US LLC,,
FCEL,FUELCELL ENERGY INC,Utilities,Utilities - Independent Power Producers
FCF,FIRST COMMONWEALTH FINANCIAL CORP /PA/,,
FCFS,"FIRSTCASH, INC",Consumer Cyclical,Personal Services
FCN,"FTI CONSULTING, INC",Business Services,Consulting
FCNCA,First Citizens Bancshares Inc,Financial Services,Banks
FCPT,"Four Corners Property Trust, Inc.",Real Estate,REITs
FCS,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,Technology,Semiconductors
FCX,Freeport-McMoran Cp & Gld,Basic Materials,Metals & Mining
FDC,FIRST DATA CORP,Industrials,Business Services
FDS,FACTSET RESEARCH SYSTEMS INC,Financial Services,"Brokers, Exchanges & Other"
FDX,FEDEX CORP,Industrials,Transportation & Logistics
FE,FIRSTENERGY CORP,Utilities,Utilities - Regulated
FEIM,FREQUENCY ELECTRONICS INC,Technology,Communication Equipment
FELE,FRANKLIN ELECTRIC CO INC,Industrials,Industrial Products
FET,"FORUM ENERGY TECHNOLOGIES, INC.",Energy,Oil & Gas - Services
FF,FutureFuel Corp.,Basic Materials,Chemicals
FFIN,FIRST FINANCIAL BANKSHARES INC,Financial Services,Banks
FFIV,F5 NETWORKS INC,Technology,Application Software
FGEN,FIBROGEN INC,Healthcare,Biotechnology
FGP,FERRELLGAS PARTNERS L P,Energy,Oil & Gas - Refining & Marketing
FHB,"FIRST HAWAIIAN, INC.",Financial Services,Banks
FHI,FEDERATED INVESTORS INC /PA/,Financial Services,Asset Management
FHN,FIRST HORIZON CORP,Financial Services,Banks
FICO,Fair Isaac Corp,Technology,Application Software
FIS,"Fidelity National Information Services, Inc.",Industrials,Business Services
FISV,Fiserv Inc,Industrials,Business Services
FIT,FITBIT INC,Technology,Computer Hardware
FITB,Fifth Third Bancorp,Financial Services,Banks
FIVE,"FIVE BELOW, INC",Consumer Cyclical,Retail - Apparel & Specialty
FIVN,"Five9, Inc.",Technology,Application Software
FIX,COMFORT SYSTEMS USA INC,Industrials,Engineering & Construction
FIZZ,NATIONAL BEVERAGE CORP,Consumer Defensive,Beverages - Non-Alcoholic
FKWL,FRANKLIN WIRELESS CORP,Technology,Communication Equipment
FL,"FOOT LOCKER, INC.",Consumer Cyclical,Manufacturing - Apparel & Furniture
FLDM,FLUIDIGM CORP,Healthcare,Medical Diagnostics & Research
FLEX,FLEXTRONICS INTERNATIONAL LTD.,Technology,Computer Hardware
FLGT,"Fulgent Genetics, Inc.",Healthcare,Biotechnology
FLIR,FLIR SYSTEMS INC,Technology,Computer Hardware
FLLC,Fellazo Corp,Technology,Application Software
FLNC,"Fluence Energy, Inc.",Energy,Alternative Energy Sources & Other
FLO,FLOWERS FOODS INC,Consumer Defensive,Consumer Packaged Goods
FLOW,"SPX FLOW, Inc.",Industrials,Engineering & Construction
FLR,Fluor Corp.,Industrials,Engineering & Construction
FLS,Flowserve Corporation,Industrials,Industrial Products
FLT,FLEETCOR TECHNOLOGIES INC,Industrials,Business Services
FLUG,FLURIDA GROUP INC,,
FLWS,1 800 FLOWERS COM INC,Consumer Cyclical,Retail - Apparel & Specialty
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
FLYW,Flywire Corp,Financial Services,"Brokers, Exchanges & Other"
FMAO,FARMERS & MERCHANTS BANCORP INC,Financial Services,Banks
FMBH,FIRST MID ILLINOIS BANCSHARES INC,Financial Services,Banks
FMBI,FIRST MIDWEST BANCORP INC,,
FMC,FMC Corporation,Basic Materials,Chemicals
FMCC,FEDERAL HOME LOAN MORTGAGE CORP,,
FMSA,FAIRMOUNT SANTROL HOLDINGS INC.,Energy,Oil & Gas - Services
FNB,FNB Corp,Financial Services,Banks
FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
FNF,"Fidelity National Financial, Inc.",,
FNHC,FedNat Holding Co,,
FNJN,"FINJAN HOLDINGS, INC.",Technology,Application Software
FNKO,"Funko, Inc.",Consumer Cyclical,Travel & Leisure
FNSR,FINISAR CORP,Technology,Communication Equipment
FOE,FERRO CORP,Basic Materials,Chemicals
FOLD,AMICUS THERAPEUTICS INC,Healthcare,Biotechnology
FONR,FONAR CORP,Healthcare,Medical Devices
FOR,Forestar Group Inc.,Real Estate,Real Estate Services
FORD,FORWARD INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
FORM,FORMFACTOR INC,Technology,Semiconductors
FORR,"FORRESTER RESEARCH, INC.",Industrials,Business Services
FOSL,"Fossil Group, Inc.",Consumer Cyclical,Manufacturing - Apparel & Furniture
FOUR,"Shift4 Payments, Inc.",Technology,Application Software
FOX,Fox Corp,Consumer Cyclical,Entertainment
FOXF,FOX FACTORY HOLDING CORP,Industrials,Engineering & Construction
FOX_old,21st Century Fox,Consumer Cyclical,Entertainment
FPH,"Five Point Holdings, LLC",Real Estate,Real Estate Services
FPI,Farmland Partners Inc.,Real Estate,Real Estate Services
FPRX,FIVE PRIME THERAPEUTICS INC,Healthcare,Biotechnology
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,REITs
FRANQ,Francesca's Holdings CORP,Consumer Cyclical,Retail - Apparel & Specialty
FRBK,REPUBLIC FIRST BANCORP INC,,
FRD,FRIEDMAN INDUSTRIES INC,Basic Materials,Steel
FRED,FREDS INC,Consumer Defensive,Retail - Defensive
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Cyclical,Restaurants
FROG,JFrog Ltd,Technology,Application Software
FRP,FAIRPOINT COMMUNICATIONS INC,,
FRPT,"Freshpet, Inc.",Consumer Defensive,Consumer Packaged Goods
FRSH,"Papa Murphy's Holdings, Inc.",Consumer Cyclical,Restaurants
FRT,Federal Realty Investment Trust,Real Estate,REITs
FRX_delist,"Forest Laboratories, LLC",Healthcare,Biotechnology
FSCT,"FORESCOUT TECHNOLOGIES, INC",Technology,Application Software
FSLR,"FIRST SOLAR, INC.",Technology,Semiconductors
FSLY,"Fastly, Inc.",Technology,Application Software
FSP,FRANKLIN STREET PROPERTIES CORP /MA/,,
FSS,FEDERAL SIGNAL CORP /DE/,Industrials,Industrial Products
FTCH,Farfetch Ltd,Consumer Cyclical,Retail - Apparel & Specialty
FTDR,"frontdoor, inc.",Consumer Cyclical,Personal Services
FTEK,"FUEL TECH, INC.",Industrials,Industrial Products
FTI,TechnipFMC plc,Energy,Oil & Gas - Services
FTI_old,FMC Technologies Inc.,Energy,Oil & Gas - Services
FTK,FLOTEK INDUSTRIES INC/CN/,Basic Materials,Chemicals
FTLF,"FITLIFE BRANDS, INC.",,
FTNT,FORTINET INC,Technology,Application Software
FTRCQ,FRONTIER COMMUNICATIONS CORP,Business Services,Communication Services
FTV,Fortive Corp,Technology,Computer Hardware
FUEL,Rocket Fuel Inc.,Consumer Cyclical,Advertising & Marketing Services
FUL,FULLER H B CO,Basic Materials,Chemicals
FULT,FULTON FINANCIAL CORP,Financial Services,Banks
G,Genpact LTD,Industrials,Business Services
GAIA,"GAIA, INC",Consumer Cyclical,Entertainment
GAMZ,"Gamzio Mobile, Inc.",,
GASE,"GASE ENERGY, INC.",,
GBCI,"GLACIER BANCORP, INC.",Financial Services,Banks
GBT,"Global Blood Therapeutics, Inc.",Healthcare,Biotechnology
GBX,GREENBRIER COMPANIES INC,Industrials,Transportation & Logistics
GCI,"Gannett Co., Inc.",Consumer Cyclical,Publishing
GCO,GENESCO INC,Consumer Cyclical,Retail - Apparel & Specialty
GD,GENERAL DYNAMICS CORP,Industrials,Aerospace & Defense
GDDY,GoDaddy Inc.,Technology,Online Media
GDI,GARDNER DENVER INC,Technology,Computer Hardware
GDOT,GREEN DOT CORP,Financial Services,Credit Services
GDRX,"GoodRx Holdings, Inc.",Healthcare,Medical Diagnostics & Research
GDS,GDS Holdings Ltd,,
GE,GENERAL ELECTRIC CO,Industrials,Industrial Products
GEF,"GREIF, INC",Industrials,Industrial Products
GEL,GENESIS ENERGY LP,Energy,Oil & Gas - Midstream
GENC,GENCOR INDUSTRIES INC,Industrials,Farm & Construction Machinery
GEO,GEO GROUP INC,Real Estate,REITs
GEOS,GEOSPACE TECHNOLOGIES CORP,Energy,Oil & Gas - Services
GEPC,"Gepco, Ltd.",,
GERN,GERON CORP,Healthcare,Biotechnology
GES,GUESS INC,Consumer Cyclical,Retail - Apparel & Specialty
GEVO,"Gevo, Inc.",Basic Materials,Chemicals
GFF,GRIFFON CORP,Basic Materials,Building Materials
GGG,GRACO INC,Industrials,Industrial Products
GGP,"General Growth Properties, Inc",Real Estate,REITs
GGP_old,General Growth Properties Inc.,Real Estate,REITs
GH,"Guardant Health, Inc.",Healthcare,Medical Diagnostics & Research
GHC,Graham Holdings Co,Consumer Defensive,Education
GHDX,GENOMIC HEALTH INC,Healthcare,Medical Diagnostics & Research
GHML,Gold Hills Mining LTD,,
GIDYL,"GI DYNAMICS, INC.",,
GIII,G III APPAREL GROUP LTD /DE/,Consumer Cyclical,Manufacturing - Apparel & Furniture
GILD,GILEAD SCIENCES INC,Healthcare,Biotechnology
GIMO,Gigamon Inc.,Technology,Communication Equipment
GIS,GENERAL MILLS INC,Consumer Defensive,Consumer Packaged Goods
GL,GLOBE LIFE INC.,Financial Services,Insurance - Life
GLBL_delis,"TERRAFORM GLOBAL, INC.",Utilities,Utilities - Independent Power Producers
GLGI,"GREYSTONE LOGISTICS, INC.",Industrials,Industrial Products
GLNG,GOLAR LNG LTD,,
GLP,GLOBAL PARTNERS LP,Energy,Oil & Gas - Midstream
GLPI,Gaming & Leisure Properties Inc,Real Estate,REITs
GLRP,Glen Rose Petroleum CORP,,
GLUU,GLU MOBILE INC,Technology,Application Software
GLW,CORNING INC /NY,Technology,Computer Hardware
GLYC,GLYCOMIMETICS INC,Healthcare,Biotechnology
GM,General Motors Co,Consumer Cyclical,Autos
GMAN,"Gordmans Stores, Inc.",,
GME,GameStop Corp.,Consumer Cyclical,Retail - Apparel & Specialty
GMED,GLOBUS MEDICAL INC,Healthcare,Medical Devices
GMRE,Global Medical REIT Inc.,,
GNL,"Global Net Lease, Inc.",,
GNRC,GENERAC HOLDINGS INC.,Industrials,Engineering & Construction
GNTX,GENTEX CORP,Consumer Cyclical,Autos
GNW,GENWORTH FINANCIAL INC,Financial Services,Insurance
GO,Grocery Outlet Holding Corp.,Consumer Defensive,Retail - Defensive
GOBK,"GLOBALINK, LTD.",,
GOCO,"GoHealth, Inc.",Healthcare,Health Care Providers
GOEV,Canoo Inc.,Consumer Cyclical,Autos
GOL,Gol Intelligent Airlines Inc.,,
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Travel & Leisure
GOOD,GLADSTONE COMMERCIAL CORP,Real Estate,REITs
GOOG,Alphabet (Google),Technology,Online Media
GPC,GENUINE PARTS CO,Consumer Cyclical,Retail - Apparel & Specialty
GPN,GLOBAL PAYMENTS INC,Industrials,Business Services
GPOR,GULFPORT ENERGY CORP,Energy,Oil & Gas - E&P
GPRE,Green Plains Inc.,Basic Materials,Chemicals
GPRO,"GoPro, Inc.",Technology,Computer Hardware
GPS,GAP INC,Consumer Cyclical,Retail - Apparel & Specialty
GPT,Gramercy Property Trust,Real Estate,REITs
GRA,W R GRACE & CO,Basic Materials,Chemicals
GRC,GORMAN RUPP CO,Industrials,Industrial Products
GRMM,"Grom Social Enterprises, Inc.",Consumer Cyclical,Personal Services
GRMN,GARMIN LTD,Technology,Computer Hardware
GRPH,"Graphite Bio, Inc.",Healthcare,Biotechnology
GRPN,"Groupon, Inc.",Technology,Online Media
GRUB,GrubHub Inc.,Technology,Online Media
GRWG,GrowGeneration Corp.,Consumer Cyclical,Homebuilding & Construction
GS,GOLDMAN SACHS GROUP INC,Financial Services,Banks
GSAT,"Globalstar, Inc.",,
GSEG,"SATYA WORLDWIDE, INC.",,
GSHD,"Goosehead Insurance, Inc.",Financial Services,Insurance
GSIT,GSI TECHNOLOGY INC,Technology,Semiconductors
GT,Goodyear Tire & Rubber,Consumer Cyclical,Autos
GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology
GTN,GRAY TELEVISION INC,Consumer Cyclical,Entertainment
GTT,"GTT Communications, Inc.",Business Services,Communication Services
GTY,GETTY REALTY CORP /MD/,,
GUID,"Guidance Software, Inc.",Technology,Application Software
GWGH,"GWG Holdings, Inc.",Financial Services,Insurance - Life
GWPH,GW PHARMACEUTICALS PLC,Healthcare,Drug Manufacturers
GWR,Genesee & Wyoming Inc,Industrials,Transportation & Logistics
GWRE,"Guidewire Software, Inc.",Technology,Application Software
GWRS,"Global Water Resources, Inc.",Utilities,Utilities - Regulated
GWW,GRAINGER W W INC,Industrials,Industrial Distribution
GXO,"GXO Logistics, Inc.",Industrials,Transportation & Logistics
GXP,Great Plains Energy Inc,Utilities,Utilities - Regulated
H,Hyatt Hotels Corp,Consumer Cyclical,Travel & Leisure
HABT,"Habit Restaurants, Inc.",Consumer Cyclical,Restaurants
HAE,HAEMONETICS CORP,Healthcare,Medical Devices
HAIN,HAIN CELESTIAL GROUP INC,Consumer Defensive,Consumer Packaged Goods
HAL,Halliburton Co.,Energy,Oil & Gas - Services
HALO,HALOZYME THERAPEUTICS INC,Healthcare,Biotechnology
HAR,Harman Int'l Industries,Technology,Computer Hardware
HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology
HAS,HASBRO INC,Consumer Cyclical,Travel & Leisure
HAYN,HAYNES INTERNATIONAL INC,Industrials,Industrial Products
HBAN,Huntington Bancshares,Financial Services,Banks
HBI,Hanesbrands Inc.,Consumer Cyclical,Manufacturing - Apparel & Furniture
HCA,HCA Holdings,Healthcare,Health Care Providers
HCC,"WARRIOR MET COAL, INC.",Basic Materials,Metals & Mining
HCCI,"Heritage-Crystal Clean, Inc.",Industrials,Industrial Products
HCOM,"Hawaiian Telcom Holdco, Inc.",Business Services,Communication Services
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Business Services
HD,HOME DEPOT INC,Consumer Cyclical,Retail - Apparel & Specialty
HDB,HDFC BANK LTD,,
HDP,"Hortonworks, Inc.",Technology,Application Software
HDS,"HD Supply Holdings, Inc.",Industrials,Industrial Distribution
HDSN,HUDSON TECHNOLOGIES INC /NY,Industrials,Industrial Products
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,,
HEAR,Turtle Beach Corp,Technology,Communication Equipment
HEI,HEICO CORP,Industrials,Aerospace & Defense
HELE,HELEN OF TROY LTD,Consumer Defensive,Consumer Packaged Goods
HEMA,HEMACARE CORP /CA/,,
HEP,HOLLY ENERGY PARTNERS LP,Energy,Oil & Gas - Midstream
HES,Hess Corporation,Energy,Oil & Gas - E&P
HFC,HollyFrontier Corp,Energy,Oil & Gas - Refining & Marketing
HGEN,KALOBIOS PHARMACEUTICALS INC,Healthcare,Biotechnology
HI,"Hillenbrand, Inc.",Industrials,Industrial Products
HIBB,HIBBETT SPORTS INC,Consumer Cyclical,Retail - Apparel & Specialty
HIG,HARTFORD FINANCIAL SERVICES GROUP INC/DE,Financial Services,Insurance
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Aerospace & Defense
HIL,"Hill International, Inc.",Industrials,Business Services
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers
HIW,"HIGHWOODS PROPERTIES, INC.",Real Estate,Real Estate Services
HL,HECLA MINING CO/DE/,Basic Materials,Metals & Mining
HLF,HERBALIFE LTD.,Consumer Defensive,Consumer Packaged Goods
HLI,"HOULIHAN LOKEY, INC.",Financial Services,"Brokers, Exchanges & Other"
HLIO,"HELIOS TECHNOLOGIES, INC.",Industrials,Industrial Products
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Travel & Leisure
HMC,HONDA MOTOR CO LTD,,
HMHC,Houghton Mifflin Harcourt Co,Consumer Defensive,Education
HMLP,Hoegh LNG Partners LP,,
HMNY,Helios & Matheson Analytics Inc.,Technology,Application Software
HMTV,"HEMISPHERE MEDIA GROUP, INC.",Business Services,Communication Services
HNGR,"HANGER, INC.",Healthcare,Medical Devices
HNI,HNI CORP,Industrials,Industrial Products
HNNA,HENNESSY ADVISORS INC,Financial Services,Asset Management
HNRG,HALLADOR ENERGY CO,Basic Materials,Coal
HOFT,HOOKER FURNITURE CORP,Consumer Cyclical,Manufacturing - Apparel & Furniture
HOG,Harley-Davidson,Consumer Cyclical,Autos
HOLX,HOLOGIC INC,Healthcare,Medical Instruments & Equipment
HOMB,Home Bancshares Inc,Financial Services,Banks
HOME,At Home Group Inc.,Consumer Cyclical,Retail - Apparel & Specialty
HOMR,STEVVA Corp,,
HON,HONEYWELL INTERNATIONAL INC,Industrials,Industrial Products
HOOD,"Robinhood Markets, Inc.",Financial Services,"Brokers, Exchanges & Other"
HOT,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",Consumer Cyclical,Travel & Leisure
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas - Drilling
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment
HPJ,"Highpower International, Inc.",Technology,Computer Hardware
HPP,"Hudson Pacific Properties, Inc.",,
HPQ,HP INC,Technology,Computer Hardware
HPTX,HYPERION THERAPEUTICS INC,,
HQY,HEALTHEQUITY INC,Technology,Application Software
HR,HEALTHCARE REALTY TRUST INC,,
HRB,H&R BLOCK INC,Consumer Cyclical,Personal Services
HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Equipment
HRI,HERC HOLDINGS INC,Industrials,Consulting & Outsourcing
HRL,HORMEL FOODS CORP /DE/,Consumer Defensive,Consumer Packaged Goods
HROW,"HARROW HEALTH, INC.",Healthcare,Biotechnology
HRT,HireRight Holdings Corp,Business Services,HR & Staffing
HRTG,"Heritage Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty
HSIC,Henry Schein,Healthcare,Medical Distribution
HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,Industrials,Employment Services
HSKA,HESKA CORP,Healthcare,Medical Diagnostics & Research
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,REITs
HSTM,Healthstream Inc,Technology,Application Software
HSY,HERSHEY CO,Consumer Defensive,Consumer Packaged Goods
HT,HERSHA HOSPITALITY TRUST,Real Estate,REITs
HTA,"HEALTHCARE TRUST OF AMERICA, INC.",,
HTCR,"HeartCore Enterprises, Inc.",,
HTGM,"HTG MOLECULAR DIAGNOSTICS, INC",Healthcare,Medical Diagnostics & Research
HTH,Hilltop Holdings Inc.,Financial Services,Banks
HTLD,HEARTLAND EXPRESS INC,Industrials,Transportation & Logistics
HTM,US GEOTHERMAL INC,Utilities,Utilities - Independent Power Producers
HTZ,HERTZ CORP,Consumer Cyclical,Travel & Leisure
HUBB,HUBBELL INC,Industrials,Industrial Products
HUBS,HUBSPOT INC,Technology,Application Software
HUM,HUMANA INC,Healthcare,Health Care Plans
HUN,Huntsman Corp,Basic Materials,Chemicals
HURC,HURCO COMPANIES INC,Technology,Computer Hardware
HURN,Huron Consulting Group Inc.,Industrials,Business Services
HUYA,HUYA Inc.,,
HWC,HANCOCK WHITNEY CORP,Financial Services,Banks
HWM,Howmet Aerospace Inc.,Industrials,Industrial Products
HXL,HEXCEL CORP /DE/,Industrials,Aerospace & Defense
HYLN,Hyliion Holdings Corp.,Industrials,Truck Manufacturing
HZO,MARINEMAX INC,Consumer Cyclical,Travel & Leisure
IAA,"IAA, Inc.",Consumer Cyclical,Autos
IAC,"IAC HOLDINGS, INC.",Technology,Online Media
IART,Integra Lifesciences Holdings Corp,Healthcare,Medical Devices
IAS,INTEGRAL AD SCIENCE HOLDING CORP.,Technology,Application Software
IBKC,IBERIABANK CORP,Financial Services,Banks
IBKR,"Interactive Brokers Group, Inc.",Financial Services,"Brokers, Exchanges & Other"
IBM,INTERNATIONAL BUSINESS MACHINES CORP,Technology,Application Software
IBOC,INTERNATIONAL BANCSHARES CORP,Financial Services,Banks
IBRX,"ImmunityBio, Inc.",Healthcare,Biotechnology
ICE,Intercontinental Exchange,Financial Services,"Brokers, Exchanges & Other"
ICHR,"ICHOR HOLDINGS, LTD.",Industrials,Industrial Products
ICL,ICL Group Ltd.,,
ICLR,ICON PLC,Healthcare,Medical Diagnostics & Research
